ImeDatoteke;Kategorija;ID_Kategorija
ILSVRC2010_val_00018703.JPEG;cabbage tree, grass tree, Cordyline australis;217
ILSVRC2010_val_00018704.JPEG;hamper;696
ILSVRC2010_val_00018705.JPEG;gyromitra;271
ILSVRC2010_val_00018706.JPEG;celandine, greater celandine, swallowwort, swallow wort, Chelidonium majus;126
ILSVRC2010_val_00018707.JPEG;Egyptian cat;349
ILSVRC2010_val_00018708.JPEG;warplane, military plane;778
ILSVRC2010_val_00018709.JPEG;tiger cat;351
ILSVRC2010_val_00018710.JPEG;stanhopea;177
ILSVRC2010_val_00018711.JPEG;sorrel tree, sourwood, titi, Oxydendrum arboreum;246
ILSVRC2010_val_00018712.JPEG;quilt, comforter, comfort, puff;896
ILSVRC2010_val_00018713.JPEG;plane, carpenters plane, woodworking plane;614
ILSVRC2010_val_00018714.JPEG;beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon;669
ILSVRC2010_val_00018715.JPEG;plane, carpenters plane, woodworking plane;614
ILSVRC2010_val_00018716.JPEG;turnstile;874
ILSVRC2010_val_00018717.JPEG;Bouvier des Flandres, Bouviers des Flandres;375
ILSVRC2010_val_00018718.JPEG;coil, spiral, volute, whorl, helix;846
ILSVRC2010_val_00018719.JPEG;fly;308
ILSVRC2010_val_00018720.JPEG;whiptail, whiptail lizard;459
ILSVRC2010_val_00018721.JPEG;teak, Tectona grandis;235
ILSVRC2010_val_00018722.JPEG;moped;679
ILSVRC2010_val_00018723.JPEG;bookcase;803
ILSVRC2010_val_00018724.JPEG;snowmobile;688
ILSVRC2010_val_00018725.JPEG;Welsh poppy, Meconopsis cambrica;128
ILSVRC2010_val_00018726.JPEG;clam;343
ILSVRC2010_val_00018727.JPEG;folding chair;813
ILSVRC2010_val_00018728.JPEG;lifeboat;784
ILSVRC2010_val_00018729.JPEG;bok choy, bok choi;49
ILSVRC2010_val_00018730.JPEG;Tibetan mastiff;382
ILSVRC2010_val_00018731.JPEG;ptarmigan;386
ILSVRC2010_val_00018732.JPEG;spaghetti squash;55
ILSVRC2010_val_00018733.JPEG;carousel, carrousel, merry-go-round, roundabout, whirligig;583
ILSVRC2010_val_00018734.JPEG;Pekinese, Pekingese, Peke;383
ILSVRC2010_val_00018735.JPEG;shin guard, shinpad;901
ILSVRC2010_val_00018736.JPEG;cork oak, Quercus suber;207
ILSVRC2010_val_00018737.JPEG;thunder snake, worm snake, Carphophis amoenus;467
ILSVRC2010_val_00018738.JPEG;screwdriver;627
ILSVRC2010_val_00018739.JPEG;Oregon maple, big-leaf maple, Acer macrophyllum;255
ILSVRC2010_val_00018740.JPEG;wardrobe, closet, press;820
ILSVRC2010_val_00018741.JPEG;grocery store, grocery, food market, market;852
ILSVRC2010_val_00018742.JPEG;handkerchief, hankie, hanky, hankey;881
ILSVRC2010_val_00018743.JPEG;crossword puzzle, crossword;744
ILSVRC2010_val_00018744.JPEG;swab, swob, mop;641
ILSVRC2010_val_00018745.JPEG;dogwood, dogwood tree, cornel;260
ILSVRC2010_val_00018746.JPEG;spider orchid;173
ILSVRC2010_val_00018747.JPEG;spaghetti squash;55
ILSVRC2010_val_00018748.JPEG;brace, suspender, gallus;953
ILSVRC2010_val_00018749.JPEG;mayfly, dayfly, shadfly;319
ILSVRC2010_val_00018750.JPEG;Australian terrier;361
ILSVRC2010_val_00018751.JPEG;boxer;379
ILSVRC2010_val_00018752.JPEG;harp;511
ILSVRC2010_val_00018753.JPEG;balance beam, beam;734
ILSVRC2010_val_00018754.JPEG;doormat, welcome mat;897
ILSVRC2010_val_00018755.JPEG;volcano;72
ILSVRC2010_val_00018756.JPEG;electric guitar;513
ILSVRC2010_val_00018757.JPEG;shower curtain;822
ILSVRC2010_val_00018758.JPEG;Indian cobra, Naja naja;477
ILSVRC2010_val_00018759.JPEG;submarine, pigboat, sub, U-boat;792
ILSVRC2010_val_00018760.JPEG;Primus stove, Primus;994
ILSVRC2010_val_00018761.JPEG;hipflask, pocket flask;713
ILSVRC2010_val_00018762.JPEG;African daisy;147
ILSVRC2010_val_00018763.JPEG;garter snake, grass snake;472
ILSVRC2010_val_00018764.JPEG;red helleborine, Cephalanthera rubra;156
ILSVRC2010_val_00018765.JPEG;vestment;904
ILSVRC2010_val_00018766.JPEG;wig;899
ILSVRC2010_val_00018767.JPEG;odometer, hodometer, mileometer, milometer;540
ILSVRC2010_val_00018768.JPEG;bell;524
ILSVRC2010_val_00018769.JPEG;odontoglossum;169
ILSVRC2010_val_00018770.JPEG;barometer;538
ILSVRC2010_val_00018771.JPEG;Iceland poppy, Papaver alpinum;123
ILSVRC2010_val_00018772.JPEG;shopping cart;661
ILSVRC2010_val_00018773.JPEG;truffle, earthnut, earth-ball;261
ILSVRC2010_val_00018774.JPEG;fire screen, fireguard;970
ILSVRC2010_val_00018775.JPEG;loudspeaker, speaker, speaker unit, loudspeaker system, speaker system;531
ILSVRC2010_val_00018776.JPEG;pearly everlasting, cottonweed, Anaphalis margaritacea;131
ILSVRC2010_val_00018777.JPEG;jellyfish;331
ILSVRC2010_val_00018778.JPEG;trolleybus, trolley coach, trackless trolley;797
ILSVRC2010_val_00018779.JPEG;electric fan, blower;536
ILSVRC2010_val_00018780.JPEG;ringlet, ringlet butterfly;324
ILSVRC2010_val_00018781.JPEG;metronome;769
ILSVRC2010_val_00018782.JPEG;jinrikisha, ricksha, rickshaw;693
ILSVRC2010_val_00018783.JPEG;Japanese pagoda tree, Chinese scholartree, Chinese scholar tree, Sophora japonica, Sophora sinensis;224
ILSVRC2010_val_00018784.JPEG;bell;524
ILSVRC2010_val_00018785.JPEG;lawn mower, mower;620
ILSVRC2010_val_00018786.JPEG;pencil sharpener;645
ILSVRC2010_val_00018787.JPEG;barnacle, cirriped, cirripede;301
ILSVRC2010_val_00018788.JPEG;pimento, pimiento;43
ILSVRC2010_val_00018789.JPEG;ladies tresses, ladys tresses;176
ILSVRC2010_val_00018790.JPEG;Persian cat;350
ILSVRC2010_val_00018791.JPEG;soy, soybean, soya, soya bean;35
ILSVRC2010_val_00018792.JPEG;cardigan;927
ILSVRC2010_val_00018793.JPEG;shower curtain;822
ILSVRC2010_val_00018794.JPEG;fancy dress, masquerade, masquerade costume;898
ILSVRC2010_val_00018795.JPEG;leafhopper;318
ILSVRC2010_val_00018796.JPEG;hipflask, pocket flask;713
ILSVRC2010_val_00018797.JPEG;chard, Swiss chard, spinach beet, leaf beet;38
ILSVRC2010_val_00018798.JPEG;beaker;707
ILSVRC2010_val_00018799.JPEG;Madagascar cat, ring-tailed lemur, Lemur catta;396
ILSVRC2010_val_00018800.JPEG;moth orchid, moth plant;175
ILSVRC2010_val_00018801.JPEG;babys breath, babies-breath, Gypsophila paniculata;115
ILSVRC2010_val_00018802.JPEG;raspberry;12
ILSVRC2010_val_00018803.JPEG;jaguar, panther, Panthera onca, Felis onca;445
ILSVRC2010_val_00018804.JPEG;monitor;761
ILSVRC2010_val_00018805.JPEG;shrimp;300
ILSVRC2010_val_00018806.JPEG;toadflax, butter-and-eggs, wild snapdragon, devils flax, Linaria vulgaris;191
ILSVRC2010_val_00018807.JPEG;mud turtle;453
ILSVRC2010_val_00018808.JPEG;Rhodesian ridgeback;366
ILSVRC2010_val_00018809.JPEG;school bus;798
ILSVRC2010_val_00018810.JPEG;downy birch, white birch, Betula pubescens;210
ILSVRC2010_val_00018811.JPEG;stupa, tope;839
ILSVRC2010_val_00018812.JPEG;horseshoe crab, king crab, Limulus polyphemus, Xiphosurus polyphemus;290
ILSVRC2010_val_00018813.JPEG;proboscis monkey, Nasalis larvatus;409
ILSVRC2010_val_00018814.JPEG;rainbow trout, Salmo gairdneri;495
ILSVRC2010_val_00018815.JPEG;European ash, common European ash, Fraxinus excelsior;213
ILSVRC2010_val_00018816.JPEG;European ash, common European ash, Fraxinus excelsior;213
ILSVRC2010_val_00018817.JPEG;academic gown, academic robe, judges robe;905
ILSVRC2010_val_00018818.JPEG;boathouse;836
ILSVRC2010_val_00018819.JPEG;dishrag, dishcloth;882
ILSVRC2010_val_00018820.JPEG;sturgeon;497
ILSVRC2010_val_00018821.JPEG;alp;71
ILSVRC2010_val_00018822.JPEG;Iceland poppy, Papaver alpinum;123
ILSVRC2010_val_00018823.JPEG;plane, carpenters plane, woodworking plane;614
ILSVRC2010_val_00018824.JPEG;garrison cap, overseas cap;942
ILSVRC2010_val_00018825.JPEG;stinkhorn, carrion fungus;269
ILSVRC2010_val_00018826.JPEG;vault;963
ILSVRC2010_val_00018827.JPEG;bolo tie, bolo, bola tie, bola;919
ILSVRC2010_val_00018828.JPEG;grand piano, grand;501
ILSVRC2010_val_00018829.JPEG;electric fan, blower;536
ILSVRC2010_val_00018830.JPEG;kimono;928
ILSVRC2010_val_00018831.JPEG;bobsled, bobsleigh, bob;793
ILSVRC2010_val_00018832.JPEG;leopard frog, spring frog, Rana pipiens;481
ILSVRC2010_val_00018833.JPEG;mailbox, letter box;728
ILSVRC2010_val_00018834.JPEG;African elephant, Loxodonta africana;414
ILSVRC2010_val_00018835.JPEG;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;488
ILSVRC2010_val_00018836.JPEG;barrow, garden cart, lawn cart, wheelbarrow;660
ILSVRC2010_val_00018837.JPEG;crate;727
ILSVRC2010_val_00018838.JPEG;American white birch, paper birch, paperbark birch, canoe birch, Betula cordifolia, Betula papyrifera;209
ILSVRC2010_val_00018839.JPEG;brown bear, bruin, Ursus arctos;416
ILSVRC2010_val_00018840.JPEG;golden retriever;359
ILSVRC2010_val_00018841.JPEG;fly;308
ILSVRC2010_val_00018842.JPEG;Virginia spring beauty, Claytonia virginica;119
ILSVRC2010_val_00018843.JPEG;bee;311
ILSVRC2010_val_00018844.JPEG;cricket;313
ILSVRC2010_val_00018845.JPEG;oxcart;694
ILSVRC2010_val_00018846.JPEG;parallel bars, bars;736
ILSVRC2010_val_00018847.JPEG;snowmobile;688
ILSVRC2010_val_00018848.JPEG;babys breath, babies-breath, Gypsophila paniculata;115
ILSVRC2010_val_00018849.JPEG;jelly fungus;265
ILSVRC2010_val_00018850.JPEG;nigella;111
ILSVRC2010_val_00018851.JPEG;convertible;671
ILSVRC2010_val_00018852.JPEG;balloon;780
ILSVRC2010_val_00018853.JPEG;leaf beetle, chrysomelid;306
ILSVRC2010_val_00018854.JPEG;pocketknife, pocket knife;613
ILSVRC2010_val_00018855.JPEG;lighter, light, igniter, ignitor;565
ILSVRC2010_val_00018856.JPEG;entertainment center;819
ILSVRC2010_val_00018857.JPEG;hazelnut, filbert, cobnut, cob;98
ILSVRC2010_val_00018858.JPEG;helleborine;163
ILSVRC2010_val_00018859.JPEG;triumphal arch;829
ILSVRC2010_val_00018860.JPEG;cricket;313
ILSVRC2010_val_00018861.JPEG;comb;609
ILSVRC2010_val_00018862.JPEG;banded gecko;456
ILSVRC2010_val_00018863.JPEG;hazelnut, filbert, cobnut, cob;98
ILSVRC2010_val_00018864.JPEG;black widow, Latrodectus mactans;283
ILSVRC2010_val_00018865.JPEG;horizontal bar, high bar;735
ILSVRC2010_val_00018866.JPEG;persimmon;13
ILSVRC2010_val_00018867.JPEG;rotisserie;992
ILSVRC2010_val_00018868.JPEG;centipede;288
ILSVRC2010_val_00018869.JPEG;microphone, mike;532
ILSVRC2010_val_00018870.JPEG;lab coat, laboratory coat;925
ILSVRC2010_val_00018871.JPEG;siamang, Hylobates syndactylus, Symphalangus syndactylus;400
ILSVRC2010_val_00018872.JPEG;masdevallia;168
ILSVRC2010_val_00018873.JPEG;tansy, golden buttons, scented fern, Tanacetum vulgare;135
ILSVRC2010_val_00018874.JPEG;acorn squash;56
ILSVRC2010_val_00018875.JPEG;cannon;558
ILSVRC2010_val_00018876.JPEG;scissors, pair of scissors;618
ILSVRC2010_val_00018877.JPEG;tractor;689
ILSVRC2010_val_00018878.JPEG;lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens;427
ILSVRC2010_val_00018879.JPEG;caldron, cauldron;636
ILSVRC2010_val_00018880.JPEG;crane;564
ILSVRC2010_val_00018881.JPEG;cardoon;64
ILSVRC2010_val_00018882.JPEG;custard apple;26
ILSVRC2010_val_00018883.JPEG;slug;339
ILSVRC2010_val_00018884.JPEG;centaury;181
ILSVRC2010_val_00018885.JPEG;mug;720
ILSVRC2010_val_00018886.JPEG;soccer ball;748
ILSVRC2010_val_00018887.JPEG;maillot;948
ILSVRC2010_val_00018888.JPEG;frying pan, frypan, skillet;634
ILSVRC2010_val_00018889.JPEG;asparagus;60
ILSVRC2010_val_00018890.JPEG;Eskimo dog, husky;380
ILSVRC2010_val_00018891.JPEG;snow leopard, ounce, Panthera uncia;448
ILSVRC2010_val_00018892.JPEG;whiptail, whiptail lizard;459
ILSVRC2010_val_00018893.JPEG;paintbrush;526
ILSVRC2010_val_00018894.JPEG;cosmos, cosmea;142
ILSVRC2010_val_00018895.JPEG;mosquito;309
ILSVRC2010_val_00018896.JPEG;sword, blade, brand, steel;562
ILSVRC2010_val_00018897.JPEG;machine gun;559
ILSVRC2010_val_00018898.JPEG;crane;564
ILSVRC2010_val_00018899.JPEG;electric ray, crampfish, numbfish, torpedo;491
ILSVRC2010_val_00018900.JPEG;blue daisy, blue marguerite, Felicia amelloides;145
ILSVRC2010_val_00018901.JPEG;mud turtle;453
ILSVRC2010_val_00018902.JPEG;acorn;83
ILSVRC2010_val_00018903.JPEG;patas, hussar monkey, Erythrocebus patas;410
ILSVRC2010_val_00018904.JPEG;buttress, buttressing;878
ILSVRC2010_val_00018905.JPEG;Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis;466
ILSVRC2010_val_00018906.JPEG;jeep, landrover;672
ILSVRC2010_val_00018907.JPEG;ginkgo, gingko, maidenhair tree, Ginkgo biloba;236
ILSVRC2010_val_00018908.JPEG;spider web, spiders web;608
ILSVRC2010_val_00018909.JPEG;cress;40
ILSVRC2010_val_00018910.JPEG;fancy dress, masquerade, masquerade costume;898
ILSVRC2010_val_00018911.JPEG;butterfly orchid, butterfly orchis, Orchis papilionaceae;149
ILSVRC2010_val_00018912.JPEG;stone wall;872
ILSVRC2010_val_00018913.JPEG;hand calculator, pocket calculator;569
ILSVRC2010_val_00018914.JPEG;airliner;777
ILSVRC2010_val_00018915.JPEG;cacao, cacao tree, chocolate tree, Theobroma cacao;245
ILSVRC2010_val_00018916.JPEG;nymphalid, nymphalid butterfly, brush-footed butterfly, four-footed butterfly;323
ILSVRC2010_val_00018917.JPEG;sulphur butterfly, sulfur butterfly;327
ILSVRC2010_val_00018918.JPEG;Kentucky coffee tree, bonduc, chicot, Gymnocladus dioica;220
ILSVRC2010_val_00018919.JPEG;fireboat;781
ILSVRC2010_val_00018920.JPEG;lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens;427
ILSVRC2010_val_00018921.JPEG;cornflower, bachelors button, bluebottle, Centaurea cyanus;139
ILSVRC2010_val_00018922.JPEG;maze, labyrinth;828
ILSVRC2010_val_00018923.JPEG;mosquito;309
ILSVRC2010_val_00018924.JPEG;broom;642
ILSVRC2010_val_00018925.JPEG;mortar;709
ILSVRC2010_val_00018926.JPEG;envelope;721
ILSVRC2010_val_00018927.JPEG;pool table, billiard table, snooker table;743
ILSVRC2010_val_00018928.JPEG;volcano;72
ILSVRC2010_val_00018929.JPEG;moth orchid, moth plant;175
ILSVRC2010_val_00018930.JPEG;pandanus, screw pine;200
ILSVRC2010_val_00018931.JPEG;trimaran;788
ILSVRC2010_val_00018932.JPEG;abaya;929
ILSVRC2010_val_00018933.JPEG;acorn;83
ILSVRC2010_val_00018934.JPEG;Chinese lantern;605
ILSVRC2010_val_00018935.JPEG;thresher, thrasher, threshing machine;576
ILSVRC2010_val_00018936.JPEG;Welsh poppy, Meconopsis cambrica;128
ILSVRC2010_val_00018937.JPEG;pickelhaube;956
ILSVRC2010_val_00018938.JPEG;flute, transverse flute;523
ILSVRC2010_val_00018939.JPEG;apiary, bee house;835
ILSVRC2010_val_00018940.JPEG;cherry;24
ILSVRC2010_val_00018941.JPEG;African chameleon, Chamaeleo chamaeleon;465
ILSVRC2010_val_00018942.JPEG;Welsh poppy, Meconopsis cambrica;128
ILSVRC2010_val_00018943.JPEG;bolo tie, bolo, bola tie, bola;919
ILSVRC2010_val_00018944.JPEG;straight razor;617
ILSVRC2010_val_00018945.JPEG;cacao, cacao tree, chocolate tree, Theobroma cacao;245
ILSVRC2010_val_00018946.JPEG;CD player;767
ILSVRC2010_val_00018947.JPEG;cress;40
ILSVRC2010_val_00018948.JPEG;toothbrush;643
ILSVRC2010_val_00018949.JPEG;soy, soybean, soya, soya bean;35
ILSVRC2010_val_00018950.JPEG;Brazilian rosewood, caviuna wood, jacaranda, Dalbergia nigra;221
ILSVRC2010_val_00018951.JPEG;cauliflower;52
ILSVRC2010_val_00018952.JPEG;fountain;860
ILSVRC2010_val_00018953.JPEG;desktop computer;571
ILSVRC2010_val_00018954.JPEG;rapeseed;90
ILSVRC2010_val_00018955.JPEG;wig;899
ILSVRC2010_val_00018956.JPEG;combination lock;596
ILSVRC2010_val_00018957.JPEG;ringneck snake, ring-necked snake, ring snake;468
ILSVRC2010_val_00018958.JPEG;kumquat;16
ILSVRC2010_val_00018959.JPEG;amphibian, amphibious vehicle;667
ILSVRC2010_val_00018960.JPEG;lawn mower, mower;620
ILSVRC2010_val_00018961.JPEG;redbud, Cercis canadensis;251
ILSVRC2010_val_00018962.JPEG;sewing machine;580
ILSVRC2010_val_00018963.JPEG;folding chair;813
ILSVRC2010_val_00018964.JPEG;plum;19
ILSVRC2010_val_00018965.JPEG;dam, dike, dyke;869
ILSVRC2010_val_00018966.JPEG;hand-held computer, hand-held microcomputer;573
ILSVRC2010_val_00018967.JPEG;cliff dwelling;862
ILSVRC2010_val_00018968.JPEG;chrysanthemum;140
ILSVRC2010_val_00018969.JPEG;lamp;806
ILSVRC2010_val_00018970.JPEG;bow tie, bow-tie, bowtie;917
ILSVRC2010_val_00018971.JPEG;China tree, false dogwood, jaboncillo, chinaberry, Sapindus saponaria;232
ILSVRC2010_val_00018972.JPEG;wolf spider, hunting spider;285
ILSVRC2010_val_00018973.JPEG;leafhopper;318
ILSVRC2010_val_00018974.JPEG;Dutch oven;991
ILSVRC2010_val_00018975.JPEG;envelope;721
ILSVRC2010_val_00018976.JPEG;litchi, litchi nut, litchee, lichi, leechee, lichee, lychee;31
ILSVRC2010_val_00018977.JPEG;boot;891
ILSVRC2010_val_00018978.JPEG;toothbrush;643
ILSVRC2010_val_00018979.JPEG;scorpionweed, scorpion weed, phacelia;189
ILSVRC2010_val_00018980.JPEG;king snake, kingsnake;471
ILSVRC2010_val_00018981.JPEG;garage;834
ILSVRC2010_val_00018982.JPEG;sorrel tree, sourwood, titi, Oxydendrum arboreum;246
ILSVRC2010_val_00018983.JPEG;goblet;723
ILSVRC2010_val_00018984.JPEG;rainbow trout, Salmo gairdneri;495
ILSVRC2010_val_00018985.JPEG;red beech, brown oak, booyong, crows foot, stave wood, silky elm, Heritiera trifoliolata, Terrietia trifoliolata;244
ILSVRC2010_val_00018986.JPEG;hair slide;593
ILSVRC2010_val_00018987.JPEG;bib;885
ILSVRC2010_val_00018988.JPEG;grape;25
ILSVRC2010_val_00018989.JPEG;Indian elephant, Elephas maximus;415
ILSVRC2010_val_00018990.JPEG;hip, rose hip, rosehip;85
ILSVRC2010_val_00018991.JPEG;bakery, bakeshop, bakehouse;80
ILSVRC2010_val_00018992.JPEG;pineapple, ananas;21
ILSVRC2010_val_00018993.JPEG;vestment;904
ILSVRC2010_val_00018994.JPEG;paper clip, paperclip, gem clip;594
ILSVRC2010_val_00018995.JPEG;mug;720
ILSVRC2010_val_00018996.JPEG;leopard, Panthera pardus;447
ILSVRC2010_val_00018997.JPEG;shrimp;300
ILSVRC2010_val_00018998.JPEG;centaury;181
ILSVRC2010_val_00018999.JPEG;basketball;737
ILSVRC2010_val_00019000.JPEG;barber chair;812
ILSVRC2010_val_00019001.JPEG;cork tree, Phellodendron amurense;228
ILSVRC2010_val_00019002.JPEG;brassavola;151
ILSVRC2010_val_00019003.JPEG;measuring cup;729
ILSVRC2010_val_00019004.JPEG;motor scooter, scooter;662
ILSVRC2010_val_00019005.JPEG;Border collie;376
ILSVRC2010_val_00019006.JPEG;long-horned beetle, longicorn, longicorn beetle;305
ILSVRC2010_val_00019007.JPEG;mortar;709
ILSVRC2010_val_00019008.JPEG;lotion;774
ILSVRC2010_val_00019009.JPEG;silk tree, Albizia julibrissin, Albizzia julibrissin;197
ILSVRC2010_val_00019010.JPEG;carpenters kit, tool kit;756
ILSVRC2010_val_00019011.JPEG;point-and-shoot camera;753
ILSVRC2010_val_00019012.JPEG;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;452
ILSVRC2010_val_00019013.JPEG;crane;564
ILSVRC2010_val_00019014.JPEG;volleyball;751
ILSVRC2010_val_00019015.JPEG;ice skate;742
ILSVRC2010_val_00019016.JPEG;tick;286
ILSVRC2010_val_00019017.JPEG;gazania;146
ILSVRC2010_val_00019018.JPEG;ladle;717
ILSVRC2010_val_00019019.JPEG;garage;834
ILSVRC2010_val_00019020.JPEG;striped bass, striper, Roccus saxatilis, rockfish;496
ILSVRC2010_val_00019021.JPEG;desk;816
ILSVRC2010_val_00019022.JPEG;loudspeaker, speaker, speaker unit, loudspeaker system, speaker system;531
ILSVRC2010_val_00019023.JPEG;snowplow, snowplough;680
ILSVRC2010_val_00019024.JPEG;shovel;628
ILSVRC2010_val_00019025.JPEG;howler monkey, howler;405
ILSVRC2010_val_00019026.JPEG;spider orchid, Brassia lawrenceana;152
ILSVRC2010_val_00019027.JPEG;olive;84
ILSVRC2010_val_00019028.JPEG;shoe shop, shoe-shop, shoe store;857
ILSVRC2010_val_00019029.JPEG;turnip;47
ILSVRC2010_val_00019030.JPEG;joystick;581
ILSVRC2010_val_00019031.JPEG;optical telescope;554
ILSVRC2010_val_00019032.JPEG;wood-frog, wood frog, Rana sylvatica;480
ILSVRC2010_val_00019033.JPEG;vestment;904
ILSVRC2010_val_00019034.JPEG;hair slide;593
ILSVRC2010_val_00019035.JPEG;jean, blue jean, denim;911
ILSVRC2010_val_00019036.JPEG;thunder snake, worm snake, Carphophis amoenus;467
ILSVRC2010_val_00019037.JPEG;optical telescope;554
ILSVRC2010_val_00019038.JPEG;sloth bear, Melursus ursinus, Ursus ursinus;419
ILSVRC2010_val_00019039.JPEG;trundle bed, trundle, truckle bed, truckle;802
ILSVRC2010_val_00019040.JPEG;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;417
ILSVRC2010_val_00019041.JPEG;moth orchid, moth plant;175
ILSVRC2010_val_00019042.JPEG;walking stick, walkingstick, stick insect;314
ILSVRC2010_val_00019043.JPEG;cheetah, chetah, Acinonyx jubatus;450
ILSVRC2010_val_00019044.JPEG;confectionery, confectionary, candy store;856
ILSVRC2010_val_00019045.JPEG;gazania;146
ILSVRC2010_val_00019046.JPEG;soccer ball;748
ILSVRC2010_val_00019047.JPEG;globe amaranth, bachelors button, Gomphrena globosa;117
ILSVRC2010_val_00019048.JPEG;crossword puzzle, crossword;744
ILSVRC2010_val_00019049.JPEG;silo;880
ILSVRC2010_val_00019050.JPEG;mountain ash;252
ILSVRC2010_val_00019051.JPEG;comb;609
ILSVRC2010_val_00019052.JPEG;spider monkey, Ateles geoffroyi;404
ILSVRC2010_val_00019053.JPEG;sea urchin;347
ILSVRC2010_val_00019054.JPEG;oilskin, slicker;924
ILSVRC2010_val_00019055.JPEG;green onion, spring onion, scallion;61
ILSVRC2010_val_00019056.JPEG;whiptail, whiptail lizard;459
ILSVRC2010_val_00019057.JPEG;scorpion;279
ILSVRC2010_val_00019058.JPEG;sword, blade, brand, steel;562
ILSVRC2010_val_00019059.JPEG;common marigold, pot marigold, ruddles, Scotch marigold, Calendula officinalis;137
ILSVRC2010_val_00019060.JPEG;washbasin, handbasin, washbowl, lavabo, wash-hand basin;705
ILSVRC2010_val_00019061.JPEG;tree frog, tree-frog;483
ILSVRC2010_val_00019062.JPEG;wattle;195
ILSVRC2010_val_00019063.JPEG;Virginia spring beauty, Claytonia virginica;119
ILSVRC2010_val_00019064.JPEG;tent, collapsible shelter;875
ILSVRC2010_val_00019065.JPEG;prairie chicken, prairie grouse, prairie fowl;388
ILSVRC2010_val_00019066.JPEG;shiitake, shiitake mushroom, Chinese black mushroom, golden oak mushroom, Oriental black mushroom, Lentinus edodes;262
ILSVRC2010_val_00019067.JPEG;pencil sharpener;645
ILSVRC2010_val_00019068.JPEG;stanhopea;177
ILSVRC2010_val_00019069.JPEG;pay-phone, pay-station;764
ILSVRC2010_val_00019070.JPEG;wood anemone, Anemone nemorosa;108
ILSVRC2010_val_00019071.JPEG;Chinese lantern;605
ILSVRC2010_val_00019072.JPEG;bathing cap, swimming cap;939
ILSVRC2010_val_00019073.JPEG;hipflask, pocket flask;713
ILSVRC2010_val_00019074.JPEG;bee orchid, Ophrys apifera;171
ILSVRC2010_val_00019075.JPEG;espresso maker;987
ILSVRC2010_val_00019076.JPEG;in-line skate;741
ILSVRC2010_val_00019077.JPEG;American white birch, paper birch, paperbark birch, canoe birch, Betula cordifolia, Betula papyrifera;209
ILSVRC2010_val_00019078.JPEG;guenon, guenon monkey;408
ILSVRC2010_val_00019079.JPEG;green mamba;478
ILSVRC2010_val_00019080.JPEG;carton;724
ILSVRC2010_val_00019081.JPEG;tiger beetle;302
ILSVRC2010_val_00019082.JPEG;crane;564
ILSVRC2010_val_00019083.JPEG;marmoset;406
ILSVRC2010_val_00019084.JPEG;fishing rod, fishing pole;646
ILSVRC2010_val_00019085.JPEG;roller coaster, big dipper, chute-the-chute;585
ILSVRC2010_val_00019086.JPEG;dendrobium;161
ILSVRC2010_val_00019087.JPEG;marsh orchid;160
ILSVRC2010_val_00019088.JPEG;banana;22
ILSVRC2010_val_00019089.JPEG;jackfruit, jak, jack;23
ILSVRC2010_val_00019090.JPEG;meerkat, mierkat;430
ILSVRC2010_val_00019091.JPEG;volcano;72
ILSVRC2010_val_00019092.JPEG;butcher shop, meat market;855
ILSVRC2010_val_00019093.JPEG;Angora, Angora rabbit;393
ILSVRC2010_val_00019094.JPEG;bikini, two-piece;909
ILSVRC2010_val_00019095.JPEG;nigella;111
ILSVRC2010_val_00019096.JPEG;yellow chamomile, golden marguerite, dyers chamomile, Anthemis tinctoria;133
ILSVRC2010_val_00019097.JPEG;lesser celandine, pilewort, Ranunculus ficaria;107
ILSVRC2010_val_00019098.JPEG;fig;20
ILSVRC2010_val_00019099.JPEG;long-horned beetle, longicorn, longicorn beetle;305
ILSVRC2010_val_00019100.JPEG;military uniform;951
ILSVRC2010_val_00019101.JPEG;digital clock;545
ILSVRC2010_val_00019102.JPEG;volcano;72
ILSVRC2010_val_00019103.JPEG;corn;91
ILSVRC2010_val_00019104.JPEG;sock;949
ILSVRC2010_val_00019105.JPEG;logwood, logwood tree, campeachy, bloodwood tree, Haematoxylum campechianum;222
ILSVRC2010_val_00019106.JPEG;pussy willow, Salix discolor;230
ILSVRC2010_val_00019107.JPEG;conch;337
ILSVRC2010_val_00019108.JPEG;American lobster, Northern lobster, Maine lobster, Homarus americanus;296
ILSVRC2010_val_00019109.JPEG;hard disc, hard disk, fixed disk;586
ILSVRC2010_val_00019110.JPEG;bassoon;520
ILSVRC2010_val_00019111.JPEG;African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus;433
ILSVRC2010_val_00019112.JPEG;airship, dirigible;779
ILSVRC2010_val_00019113.JPEG;star anise, Chinese anise, Illicium verum;194
ILSVRC2010_val_00019114.JPEG;window screen;969
ILSVRC2010_val_00019115.JPEG;forklift;664
ILSVRC2010_val_00019116.JPEG;crutch;653
